,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Priority
3544,Arizona,No,Basic,College,2011-01-16,Unemployed,M,0,Urban,Married,71,8,59,0,1,Personal Auto,Personal L2,Offer3,Branch,244.587596,Four-Door Car,Medsize,Low
3545,Washington,No,Basic,Bachelor,2011-02-06,Employed,F,63110,Rural,Married,72,23,84,0,2,Personal Auto,Personal L3,Offer3,Agent,68.179721,Four-Door Car,Medsize,High
3546,Oregon,No,Basic,College,2011-02-03,Employed,F,63401,Urban,Married,68,1,18,0,1,Personal Auto,Personal L1,Offer2,Agent,202.938048,Four-Door Car,Medsize,Low
3547,Oregon,No,Basic,College,2011-01-03,Employed,F,30752,Suburban,Married,73,2,37,0,1,Personal Auto,Personal L3,Offer4,Call Center,400.294003,Four-Door Car,Small,Low
3548,California,No,Basic,High School or Below,2011-01-12,Employed,M,60986,Suburban,Married,67,30,32,0,5,Corporate Auto,Corporate L3,Offer4,Branch,417.781693,Four-Door Car,Medsize,Medium
3549,Arizona,No,Premium,College,2011-01-07,Employed,M,41692,Rural,Single,101,21,15,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,245.968629,Four-Door Car,Medsize,High
3550,Oregon,No,Basic,Master,2011-01-14,Disabled,M,12940,Urban,Divorced,68,7,36,0,3,Personal Auto,Personal L3,Offer1,Agent,268.1726,Two-Door Car,Large,Medium
3551,Washington,No,Basic,Master,2011-02-21,Unemployed,M,0,Suburban,Married,70,13,18,0,2,Personal Auto,Personal L1,Offer1,Agent,336.0,Four-Door Car,Medsize,Medium
3552,Oregon,Yes,Basic,Bachelor,2011-02-05,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,Low
3553,California,No,Premium,College,2011-02-25,Employed,M,54538,Urban,Married,119,32,63,0,6,Personal Auto,Personal L3,Offer1,Call Center,507.799325,Four-Door Car,Medsize,High
3554,Nevada,No,Basic,High School or Below,2011-02-15,Unemployed,M,0,Suburban,Single,64,35,75,0,7,Personal Auto,Personal L1,Offer3,Call Center,774.737185,Two-Door Car,Medsize,Low
3555,Arizona,No,Basic,High School or Below,2011-02-24,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Personal Auto,Personal L3,Offer1,Agent,183.293091,Four-Door Car,Large,Medium
3556,Oregon,No,Basic,High School or Below,2011-01-02,Employed,M,76214,Urban,Married,72,7,48,0,2,Special Auto,Special L2,Offer2,Web,202.81373,Four-Door Car,Medsize,High
3557,California,No,Basic,College,2011-02-27,Unemployed,F,0,Suburban,Single,196,13,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,960.0,Luxury SUV,Small,Medium
3558,Arizona,No,Extended,High School or Below,2011-01-30,Disabled,F,25876,Suburban,Married,83,29,46,0,3,Personal Auto,Personal L3,Offer1,Branch,398.4,Two-Door Car,Medsize,Medium
3559,Nevada,Yes,Extended,High School or Below,2011-01-15,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,Low
3560,Arizona,No,Extended,Bachelor,2011-02-18,Employed,F,58713,Suburban,Married,98,8,4,0,1,Special Auto,Special L1,Offer1,Agent,470.4,Four-Door Car,Small,Low
3561,Arizona,No,Extended,Bachelor,2011-01-10,Employed,M,64929,Suburban,Married,240,13,11,0,8,Corporate Auto,Corporate L1,Offer1,Agent,960.0,Luxury SUV,Medsize,High
3562,California,No,Extended,High School or Below,2011-01-04,Unemployed,M,0,Suburban,Single,85,5,15,0,2,Personal Auto,Personal L2,Offer2,Agent,612.0,Four-Door Car,Medsize,High
3563,Nevada,No,Premium,High School or Below,2011-01-21,Employed,M,32857,Suburban,Divorced,105,24,15,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,504.0,Four-Door Car,Medsize,High
3564,Nevada,No,Basic,College,2011-02-13,Medical Leave,M,19065,Suburban,Married,61,28,29,0,7,Personal Auto,Personal L2,Offer4,Call Center,292.8,Two-Door Car,Medsize,Low
3565,Washington,No,Extended,Bachelor,2011-01-13,Unemployed,F,0,Suburban,Single,83,17,30,0,1,Personal Auto,Personal L2,Offer4,Web,825.29011,Two-Door Car,Medsize,Low
3566,California,No,Basic,High School or Below,2011-02-08,Disabled,M,25503,Suburban,Married,115,12,59,0,2,Personal Auto,Personal L3,Offer2,Branch,552.0,SUV,Medsize,High
3567,Arizona,No,Extended,High School or Below,2011-02-05,Employed,M,30250,Urban,Married,93,1,98,0,6,Personal Auto,Personal L3,Offer1,Call Center,398.100233,Four-Door Car,Medsize,Medium
3568,Oregon,No,Basic,Bachelor,2011-01-25,Unemployed,M,0,Suburban,Single,63,9,88,0,8,Personal Auto,Personal L3,Offer1,Call Center,453.6,Four-Door Car,Medsize,Low
3569,California,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,High
3570,Oregon,No,Basic,Master,2011-01-27,Unemployed,F,0,Suburban,Married,66,5,17,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,Medium
3571,Arizona,No,Extended,Doctor,2011-02-12,Medical Leave,F,14278,Urban,Married,134,6,9,0,2,Personal Auto,Personal L2,Offer2,Web,346.319404,Sports Car,Small,High
3572,Nevada,Yes,Premium,College,2011-01-19,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize,Medium
3573,Arizona,No,Basic,College,2011-02-21,Employed,F,37811,Suburban,Married,63,25,14,0,1,Special Auto,Special L2,Offer4,Agent,365.002909,Four-Door Car,Medsize,Low
3574,Arizona,No,Basic,High School or Below,2011-01-09,Medical Leave,M,20978,Suburban,Married,70,35,20,0,2,Personal Auto,Personal L2,Offer4,Branch,336.0,Two-Door Car,Medsize,High
3575,California,No,Extended,College,2011-02-10,Medical Leave,F,28519,Suburban,Married,86,23,30,0,2,Personal Auto,Personal L1,Offer4,Branch,412.8,Two-Door Car,Large,High
3576,California,No,Basic,College,2011-02-12,Unemployed,M,0,Suburban,Married,72,15,18,0,3,Personal Auto,Personal L3,Offer3,Agent,571.531582,Four-Door Car,Small,Medium
3577,Nevada,No,Basic,Master,2011-02-08,Employed,F,85140,Rural,Single,118,7,11,0,1,Personal Auto,Personal L3,Offer1,Branch,88.17994,SUV,Medsize,Low
3578,Oregon,Yes,Extended,Doctor,2011-01-08,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L2,Offer2,Agent,475.2,Four-Door Car,Medsize,Low
3579,Oregon,No,Extended,Bachelor,2011-02-12,Unemployed,M,0,Rural,Married,79,0,44,0,1,Personal Auto,Personal L2,Offer4,Call Center,168.89233,Two-Door Car,Medsize,Low
3580,Nevada,Yes,Basic,College,2011-01-26,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Four-Door Car,Medsize,Medium
3581,Oregon,No,Premium,High School or Below,2011-02-12,Employed,M,57659,Suburban,Divorced,111,24,31,0,2,Personal Auto,Personal L1,Offer1,Agent,756.37287,Four-Door Car,Medsize,High
3582,Oregon,No,Basic,Bachelor,2011-01-27,Employed,F,95241,Rural,Married,68,3,12,0,2,Personal Auto,Personal L3,Offer2,Branch,87.803087,Four-Door Car,Large,High
3583,Arizona,No,Basic,College,2011-01-12,Employed,M,38870,Rural,Divorced,74,3,89,0,1,Special Auto,Special L1,Offer1,Agent,145.365072,Four-Door Car,Small,Low
3584,California,No,Basic,High School or Below,2011-02-28,Medical Leave,F,13870,Suburban,Married,109,1,78,0,5,Personal Auto,Personal L3,Offer3,Web,550.430985,SUV,Medsize,High
3585,Arizona,No,Extended,Bachelor,2011-02-03,Employed,M,25964,Suburban,Married,76,21,87,0,2,Corporate Auto,Corporate L3,Offer1,Branch,364.8,Four-Door Car,Medsize,High
3586,California,No,Premium,High School or Below,2011-02-17,Employed,F,72193,Urban,Married,118,1,46,0,1,Personal Auto,Personal L3,Offer4,Branch,552.646907,Four-Door Car,Medsize,Medium
3587,Washington,No,Basic,College,2011-01-31,Employed,M,84302,Rural,Married,62,19,63,0,2,Personal Auto,Personal L2,Offer2,Branch,76.609295,Four-Door Car,Medsize,Medium
3588,Nevada,Yes,Basic,Bachelor,2011-01-30,Unemployed,F,0,Suburban,Single,73,35,52,0,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize,Low
3589,Washington,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Single,72,31,99,0,1,Personal Auto,Personal L1,Offer3,Call Center,345.6,Four-Door Car,Large,Low
3590,Oregon,No,Extended,College,2011-02-17,Employed,M,39482,Urban,Divorced,77,29,48,0,5,Corporate Auto,Corporate L2,Offer1,Agent,277.907701,Four-Door Car,Medsize,Medium
3591,Oregon,No,Extended,High School or Below,2011-01-29,Employed,M,66371,Rural,Married,125,2,75,0,5,Personal Auto,Personal L3,Offer2,Agent,43.098747,SUV,Medsize,High
3592,California,No,Basic,Bachelor,2011-02-09,Employed,M,35300,Urban,Married,74,14,71,0,2,Personal Auto,Personal L3,Offer1,Agent,225.518065,Four-Door Car,Medsize,High
3593,California,No,Extended,Doctor,2011-01-21,Employed,F,67735,Rural,Married,88,33,87,0,3,Corporate Auto,Corporate L3,Offer3,Agent,3.4637,Four-Door Car,Medsize,Medium
3594,California,No,Basic,College,2011-01-10,Employed,M,98879,Rural,Single,73,14,33,0,1,Personal Auto,Personal L3,Offer4,Call Center,108.667642,Four-Door Car,Medsize,Low
3595,Oregon,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,108,29,74,0,2,Corporate Auto,Corporate L1,Offer3,Branch,777.6,SUV,Medsize,High
3596,Oregon,No,Extended,Master,2011-01-27,Employed,M,72885,Rural,Divorced,124,35,88,0,6,Personal Auto,Personal L2,Offer1,Branch,233.676034,SUV,Medsize,High
3597,Oregon,No,Basic,Bachelor,2011-02-20,Employed,F,26378,Rural,Married,70,22,79,0,2,Personal Auto,Personal L3,Offer2,Branch,147.795699,Four-Door Car,Medsize,High
3598,Oregon,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,Medium
3599,Washington,No,Extended,Master,2011-02-11,Employed,F,41275,Rural,Married,96,29,16,0,3,Personal Auto,Personal L3,Offer3,Branch,41.122303,Four-Door Car,Large,Medium
3600,California,No,Basic,College,2011-02-19,Employed,M,39646,Urban,Married,70,9,35,0,1,Personal Auto,Personal L3,Offer4,Agent,279.714859,Four-Door Car,Small,Low
3601,Oregon,No,Basic,High School or Below,2011-02-15,Employed,M,71868,Suburban,Single,65,6,61,0,1,Corporate Auto,Corporate L3,Offer4,Agent,312.0,Four-Door Car,Small,Low
3602,Oregon,No,Basic,High School or Below,2011-01-09,Employed,F,59107,Urban,Married,107,29,57,0,7,Personal Auto,Personal L2,Offer2,Branch,480.521227,SUV,Medsize,High
3603,Arizona,No,Basic,Bachelor,2011-01-09,Unemployed,M,0,Suburban,Single,70,13,48,0,9,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Medsize,Medium
3604,Arizona,No,Extended,College,2011-02-18,Employed,F,36428,Urban,Divorced,124,34,20,0,1,Personal Auto,Personal L1,Offer2,Agent,559.412583,SUV,Medsize,Medium
3605,Nevada,No,Extended,Doctor,2011-02-06,Employed,F,93284,Suburban,Married,99,7,26,0,1,Personal Auto,Personal L3,Offer3,Web,475.2,Two-Door Car,Medsize,Low
3606,Oregon,No,Extended,College,2011-01-06,Employed,F,34612,Suburban,Married,91,8,77,0,2,Special Auto,Special L1,Offer4,Web,655.2,Four-Door Car,Small,High
3607,Arizona,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small,Low
3608,Oregon,No,Premium,College,2011-02-16,Unemployed,M,0,Suburban,Single,106,34,13,0,2,Personal Auto,Personal L1,Offer2,Call Center,763.2,Two-Door Car,Small,High
3609,Nevada,No,Basic,High School or Below,2011-02-03,Disabled,M,17109,Suburban,Married,62,7,45,0,2,Personal Auto,Personal L3,Offer2,Agent,297.6,Two-Door Car,Medsize,High
3610,California,No,Extended,College,2011-01-05,Medical Leave,F,29539,Suburban,Single,85,20,83,0,7,Personal Auto,Personal L3,Offer1,Agent,408.0,Four-Door Car,Medsize,Medium
3611,Oregon,No,Extended,College,2011-02-07,Employed,M,49539,Urban,Single,79,15,83,0,5,Personal Auto,Personal L3,Offer2,Agent,286.938064,Two-Door Car,Medsize,Medium
3612,California,No,Basic,High School or Below,2011-02-03,Unemployed,F,0,Suburban,Single,66,9,10,0,1,Corporate Auto,Corporate L3,Offer2,Agent,475.2,Four-Door Car,Small,Low
3613,Oregon,No,Premium,College,2011-01-16,Employed,M,25352,Suburban,Married,173,10,65,0,1,Special Auto,Special L3,Offer3,Call Center,830.4,Sports Car,Medsize,Medium
3614,Oregon,No,Basic,College,2011-01-18,Employed,M,63223,Suburban,Married,71,3,72,0,1,Personal Auto,Personal L1,Offer3,Web,397.622116,Two-Door Car,Small,Low
3615,Nevada,No,Basic,Bachelor,2011-02-10,Medical Leave,M,18505,Suburban,Married,66,15,51,0,3,Personal Auto,Personal L3,Offer1,Web,316.8,Four-Door Car,Medsize,Low
3616,California,No,Basic,College,2011-01-11,Employed,F,91485,Urban,Divorced,114,2,16,0,1,Personal Auto,Personal L3,Offer3,Web,392.925712,SUV,Small,Low
3617,Oregon,No,Extended,College,2011-02-28,Disabled,F,18690,Rural,Married,80,10,63,0,5,Personal Auto,Personal L2,Offer1,Agent,18.192921,Four-Door Car,Medsize,Medium
3618,Washington,No,Extended,College,2011-01-05,Unemployed,M,0,Suburban,Single,91,3,78,0,1,Personal Auto,Personal L3,Offer1,Branch,655.2,Two-Door Car,Medsize,Low
3619,Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,69819,Rural,Married,66,24,20,0,1,Personal Auto,Personal L1,Offer4,Agent,21.00736,Four-Door Car,Medsize,Low
3620,California,No,Premium,Bachelor,2011-02-20,Employed,M,25708,Suburban,Divorced,118,21,44,0,2,Personal Auto,Personal L1,Offer1,Branch,566.4,Four-Door Car,Small,High
3621,Nevada,No,Extended,Doctor,2011-01-17,Employed,M,33738,Suburban,Single,95,13,97,0,1,Personal Auto,Personal L1,Offer2,Agent,541.755353,Two-Door Car,Medsize,Low
3622,Arizona,No,Basic,Bachelor,2011-02-12,Employed,F,75845,Rural,Married,72,2,71,0,6,Personal Auto,Personal L2,Offer1,Agent,73.848672,Four-Door Car,Medsize,Medium
3623,Nevada,No,Basic,High School or Below,2011-01-06,Employed,M,83392,Urban,Married,112,20,34,0,2,Personal Auto,Personal L2,Offer1,Agent,523.688037,SUV,Medsize,High
3624,California,No,Extended,Bachelor,2011-02-21,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,Two-Door Car,Medsize,Medium
3625,California,No,Extended,College,2011-01-11,Employed,M,76375,Rural,Married,96,21,81,0,1,Personal Auto,Personal L3,Offer2,Branch,138.423414,Four-Door Car,Medsize,Low
3626,Oregon,No,Premium,College,2011-02-11,Unemployed,M,0,Suburban,Single,114,22,39,0,2,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Small,High
3627,California,No,Extended,College,2011-02-05,Employed,M,32330,Suburban,Divorced,79,16,27,0,9,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize,Medium
3628,California,No,Extended,Bachelor,2011-02-11,Employed,F,85689,Urban,Married,92,5,8,0,2,Corporate Auto,Corporate L3,Offer1,Agent,237.946822,Four-Door Car,Small,High
3629,Arizona,No,Premium,Bachelor,2011-01-24,Unemployed,F,0,Suburban,Single,158,5,59,0,1,Personal Auto,Personal L3,Offer3,Agent,960.0,SUV,Medsize,Medium
3630,Arizona,No,Basic,College,2011-02-25,Employed,F,39507,Urban,Married,70,32,17,0,5,Corporate Auto,Corporate L1,Offer1,Web,283.743206,Two-Door Car,Medsize,Medium
3631,California,No,Basic,Bachelor,2011-01-18,Employed,F,22373,Urban,Married,112,11,59,0,8,Personal Auto,Personal L1,Offer1,Branch,419.750892,SUV,Small,High
3632,California,No,Extended,College,2011-01-17,Employed,F,20217,Suburban,Married,96,16,30,0,1,Personal Auto,Personal L1,Offer2,Web,513.306893,Four-Door Car,Medsize,Low
3633,Oregon,No,Basic,Bachelor,2011-02-28,Disabled,M,19245,Suburban,Married,106,28,61,0,1,Personal Auto,Personal L3,Offer3,Web,508.8,SUV,Large,Low
3634,Arizona,No,Basic,High School or Below,2011-01-12,Disabled,F,17774,Rural,Married,108,0,64,0,2,Personal Auto,Personal L2,Offer3,Call Center,116.257094,SUV,Medsize,High
3635,Oregon,No,Basic,Bachelor,2011-01-26,Employed,M,80355,Rural,Divorced,62,26,33,0,3,Corporate Auto,Corporate L3,Offer1,Branch,83.390706,Two-Door Car,Medsize,Medium
3636,Arizona,No,Basic,Bachelor,2011-01-29,Employed,M,65099,Suburban,Married,73,8,19,0,1,Special Auto,Special L1,Offer2,Branch,350.4,Four-Door Car,Medsize,Low
3637,Oregon,No,Basic,Bachelor,2011-01-01,Unemployed,M,0,Suburban,Single,73,29,14,0,1,Personal Auto,Personal L2,Offer1,Agent,525.6,Two-Door Car,Medsize,Low
3638,Washington,No,Basic,Master,2011-01-31,Employed,M,23401,Suburban,Single,66,17,34,0,3,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize,Medium
3639,Oregon,No,Basic,High School or Below,2011-01-01,Unemployed,F,0,Rural,Married,63,11,10,0,3,Personal Auto,Personal L2,Offer4,Call Center,139.331764,Four-Door Car,Medsize,Low
3640,Arizona,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Married,118,6,32,0,5,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,Medsize,High
3641,California,No,Premium,Bachelor,2011-02-23,Employed,F,38692,Suburban,Married,102,16,8,0,1,Personal Auto,Personal L3,Offer1,Web,502.443591,Four-Door Car,Medsize,Low
3642,California,Yes,Basic,Master,2011-02-03,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Small,Medium
3643,Oregon,No,Basic,Bachelor,2011-02-22,Employed,F,78046,Suburban,Divorced,119,22,91,0,2,Personal Auto,Personal L3,Offer1,Call Center,759.119999,SUV,Small,High
3644,Arizona,No,Basic,Bachelor,2011-02-13,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize,Low
3645,California,No,Basic,High School or Below,2011-02-13,Unemployed,F,0,Suburban,Single,64,29,36,0,9,Personal Auto,Personal L3,Offer3,Branch,607.733606,Four-Door Car,Medsize,Medium
3646,Nevada,No,Extended,College,2011-01-25,Employed,M,21144,Urban,Married,86,6,98,0,8,Personal Auto,Personal L2,Offer1,Branch,391.446775,Two-Door Car,Medsize,Medium
3647,Oregon,No,Premium,High School or Below,2011-01-15,Employed,F,36645,Suburban,Single,112,21,50,0,7,Corporate Auto,Corporate L3,Offer2,Agent,614.082146,Four-Door Car,Large,High
3648,Nevada,No,Basic,High School or Below,2011-01-03,Employed,M,31842,Urban,Single,108,7,31,0,1,Special Auto,Special L3,Offer4,Agent,406.348084,SUV,Small,Low
3649,California,No,Extended,Master,2011-02-20,Unemployed,F,0,Suburban,Married,131,15,90,0,8,Corporate Auto,Corporate L2,Offer3,Branch,628.8,Sports Car,Large,High
3650,Oregon,No,Basic,College,2011-02-17,Employed,F,75090,Rural,Married,63,10,67,0,7,Personal Auto,Personal L3,Offer4,Branch,101.34165,Four-Door Car,Medsize,Medium
3651,Oregon,No,Basic,Bachelor,2011-02-12,Unemployed,F,0,Suburban,Single,62,15,95,0,6,Personal Auto,Personal L1,Offer1,Branch,567.343266,Four-Door Car,Medsize,Low
3652,Oregon,No,Basic,High School or Below,2011-02-05,Employed,F,72014,Urban,Married,72,24,58,0,1,Personal Auto,Personal L1,Offer2,Agent,188.204234,Four-Door Car,Medsize,Low
3653,Arizona,No,Extended,High School or Below,2011-02-20,Medical Leave,M,13512,Suburban,Single,92,14,24,0,1,Personal Auto,Personal L3,Offer4,Call Center,441.6,Two-Door Car,Medsize,Low
3654,Oregon,No,Basic,High School or Below,2011-02-13,Employed,M,75909,Suburban,Married,117,23,77,0,3,Special Auto,Special L3,Offer3,Branch,561.6,Sports Car,Medsize,High
3655,Oregon,No,Basic,High School or Below,2011-02-12,Disabled,F,18884,Suburban,Divorced,64,21,90,0,2,Personal Auto,Personal L3,Offer1,Branch,307.2,Four-Door Car,Small,Medium
3656,Arizona,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21,53,0,7,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,Medsize,Medium
3657,Oregon,No,Basic,Bachelor,2011-01-04,Unemployed,F,0,Suburban,Single,74,1,52,0,2,Corporate Auto,Corporate L2,Offer1,Agent,807.279979,Four-Door Car,Medsize,Medium
3658,Nevada,Yes,Basic,College,2011-01-01,Retired,M,26802,Suburban,Married,66,7,43,0,5,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Medsize,Low
3659,California,No,Basic,College,2011-02-11,Employed,F,99839,Suburban,Married,66,17,12,0,3,Personal Auto,Personal L2,Offer3,Agent,468.203397,Four-Door Car,Small,Medium
3660,California,No,Basic,College,2011-02-04,Employed,F,24186,Suburban,Single,64,8,11,0,1,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Medsize,Low
3661,California,No,Basic,College,2011-02-15,Employed,M,46971,Rural,Married,69,26,21,0,3,Corporate Auto,Corporate L3,Offer1,Agent,120.109061,Four-Door Car,Large,Medium
3662,Oregon,No,Extended,Bachelor,2011-02-07,Unemployed,F,0,Suburban,Single,83,29,13,0,2,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize,High
3663,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,0,Suburban,Single,117,24,8,0,6,Personal Auto,Personal L2,Offer2,Agent,842.4,Sports Car,Medsize,High
3664,Arizona,No,Basic,Bachelor,2011-01-19,Unemployed,M,0,Suburban,Single,69,22,11,0,1,Personal Auto,Personal L2,Offer2,Call Center,496.8,Two-Door Car,Small,Low
3665,Oregon,Yes,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Divorced,66,16,35,0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,Low
3666,Nevada,Yes,Basic,Bachelor,2011-02-27,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,Low
3667,Arizona,No,Basic,College,2011-02-10,Unemployed,M,0,Suburban,Single,71,28,15,0,1,Special Auto,Special L1,Offer4,Branch,747.107317,Four-Door Car,Medsize,Low
